id,career,engJmNm,hist,implNm,instiNm,jmNm,job,mdobligFldNm,seriesNm,summary,trend
1020,None,None,None,None,한국산업인력공단,과학기술부,기계기술사(냉난방및냉동기계),None,기계제작,기술사,None,None
1021,None,None,None,None,한국산업인력공단,과학기술부,기계기술사(열원동기),None,기계제작,기술사,None,None
1022,None,None,None,None,한국산업인력공단,과학기술부,기계기술사(정밀기계),None,기계제작,기술사,None,None
1023,None,None,Professional Engineers Machinery (Precision Measuring),None,한국산업인력공단,과학기술정보통신부,기계기술사(정밀측정),None,기계제작,기술사,None,None
1024,None,None,Professional Engineer Making Machinery,기계제작기술사 종목은 2012년 1월 1일부로 기계기술사로 통합되었습니다.1974년 기계기술사(기계공작 및 공작기계)로 신설 ( 대통령령 제7283호 1974.10.16)1991년 기계제작기술사로 변경 (대통령령 제13494호 1991.10.31),한국산업인력공단,교육과학기술부,기계제작기술사,None,기계제작,기술사,None,None
1025,None,- 각종 농약제조업체 비료제조업체 화학분석 관련업체 농약 및 비료 사용현장(일반    작물재배 원예작물재배 산림재배)에 진출할 수 있다. 「농약관리법」에 따라 자체   검사책임자 관리인 방제기술자로 진출할 수 있다. 자격취득자 의무고용내용으로는    농약제조업에서 1인 이상 농약수입업에서 1인 이상의 자체검사책임자를 두어야    한다.농약판매업에서는 농촌진흥청장이 실시하는 농약의 안전사용 등에 관한 교육을   이수한 관리인 1인 이상을 두어야 하며 수출입식물방제업에서는 식물검역소장이    실시하는 방제기술교육을 이수한 방제기술자 2인 이상을 두어야 한다. 일반 방제업   에서 판매업의 관리인과 동일한 자격을 가진 방제기술자 1인 이상 항공방제업에서    교육법에 의한 대학에서 농업을 전공하고 졸업한 자나 이와 동등이상의 학력을 가진    방제기술자 1인 이상을 두어야 한다. - 농가의 수입증대와 과학영농을 지향하고 있는 현대농업에서 농업생산성을 향상   시키고 부족한 노동인력을 대체하기 위해 비료 및 농약 사용량이 해마다 증가하고    있어 농화학 관련분야에서 고용의 증대가 예상되지만 취업에 있어서 자격증취득은    필수 조건이 아니다.,Professional Engineer Agricultural Chemistry,’74.10.16. 대통령령 7283호’80.12.31.대통령령 제10124호’91.10.31. 대통령령 13494호현재산업응용기술사(농예화학)산업응용기술사(농화학)농화학기술사농화학기술사,한국산업인력공단,농촌진흥청,농화학기술사,비료 토양 농약에 관한계획과 운영 기타 농화학에 관한 사항을 연구하고 평가하는 등기술업무와 각종 작물의 효과적인 재배를 위해 작물의 특성에 적합한 농약 및 비료의 혼합 분석 사용 시험과 토양의 검정 및 개량 등의 직무 수행.,농업,기술사,농림분야는 현재의 농업자원을 최대로 활용하여 농업생산성을 높이고 양질의 식량을 풍 부하게 공급하여야 하는 중요한 부분이다. 이에 따라 농업생산부분과 농산가공부분 농 화학부분에 대한 전문적인 지식과 기술 그리고 풍부한 실무경험을 갖춘 인재를 육성하 고자 자격제도 제정.,- 농화학과 관련된 실무경험 전문지식 및 응용능력 - 기술사로서의 경영관리 및 지도감리능력 자질 및 품위.
1026,None,None,None,None,한국산업인력공단,과학기술부,산업응용기술사(농예화학),None,농업,기술사,None,None
1027,None,- 원예재배업체 시설원예 시공업체 농자재판매업체 농장 자영업 및 공공기관이나 학 교 농업관련분야공무원으로 진출할 수 있다. - 시실원예농업은 전체 농업생산액에서 치지하는 비중이 증가하고 있으며 지속적인 성장도 예상된다. 또한 자격취득업체에 온실설치공사업을 우선 허용하고 자격취득자가 시설원예업을 하면 정부지원금을 받을 수 있다.,Professional Engineer Protected Cultivation,1998년 시설원예기술사로 신설되어 현재까지 시행함.,한국산업인력공단,농촌진흥청,시설원예기술사,시설원예에 관한 고도의 전문지식과 실무경험에 입각한 계획 연구 설계 분석 시험 운영 시공 평가 또는 이에 관한 지도 감리 등의 기술업무 수행.,농업,기술사,향후 생명과학이 중요한 분야로 대두되어 자동화 생력화된 작물 재배가 보편화 될 것이며 첨단 시설에서의 농업은 원예작물이 주 대상이 될 것이므로 원예산업발전에 공헌 할 수 있는 인재를 육성하고자 자격제도 제정.,- 시설원예에 관한 전문적인 실무경험 전문지식 및 응용능력. - 기술사로서 지도관리능력 자질 등
1028,None,- 종묘생산업체와 농촌진흥청 등의 농업분야 공무원으로 진출할 수 있다. -「종자산업법」에 따라 종자관리사로 진출할 수 있다. - 종자는 증식용 또는 재배용으로 쓰이는 씨앗 버섯종묘 또는 영양체를 말한다. 종자 를 육성 증식 생산 조제 양도 대여 수출 수입 또는 전시하는 것을 업으로 영 위하고자 하는 자는 종자관리사 1인 이상을 두어 종자 보증업무를 하도록 되어 있다. 최근 응시자와 합격자수가 증가하는 추세이다.,Professional Engineer Seeds,’74.10.16. 대통령령 제7283호’91.10.31. 대통령령 제13494호’98.05.09. 통령령제15794호현재산업응용기술사(종묘)종묘기술사종자기술사종자기술사,한국산업인력공단,농촌진흥청,종자기술사,종자에 관한 고도의 전문지식과 실무경험에 입각한 계획 연구 설계 분석 시험 운영 평가 또는 이에 관한 지도 감리 등의 기술적 업무를 수행,농업,기술사,농림어업(농업)분야는 현재의 농업자원을 최대로 활용하여 농업생산성을 높이고 양질의 식량을 풍 부하게 공급하여야 하는 중요한 분야이다. 이에 따라 농업생산부분과 농산가공부분 농 화학부분에 대한 전문적인 지식과 기술 그리고 풍부한 실무경험을 갖춘 인재를 육성하 고자 자격제도 제정.,- 종자에 관한 실무 경험 전문지식 및 응용능력- 기술사로서의 지도감리능력 자질 등
1029,None,- 건설교통부 교통관련 정부투자기관 학계 및 교통관련 연구기관 등으로 진출할 수    있다. 「건설기술관리법」에 의한 감리전문회사의 특급감리원으로 고용될 수 있다.  - 경제성장과 국민생활의 향상으로 자동차보급대수가 증가하면서 교통시설공급과 교통   수요간에 심각한 불균형으로 인한 교통문제가 날로 심각해지고 있다. 뿐만 아니라    교통투자의 효율성 저하 교통사고 증가 에너지낭비 대기·소음·분진 등에 의한    환경오염 등으로 여러 가지 문제점이 노출되고 있다. 동시에 교통혼잡과 환경오염    교통사고 등에 의한 직·간접적 비용 등 사회가 부담해야 하는 비용 또한 막대하다.    이에 따라 교통문제의 해결을 위한 다각적인 방안이 강구되고 있으며 새로운 교통   시스템의 개발이나 도시계획 토지이용계획 주거계획 등과 교통정책을 상호 연계   하는 새로운 접근이 이루어지고 있다. 이 때문에 장기적인 안목에서 교통량을 예측   하고 효율적인 소통이 이루어지도록 도로교통 체계를 구축하는 교통문제전문가가    필요할 전망이다.,Professional Engineer Transportation,’87.07.01. 대통령령 제12195호’91.10.31. 대통령령 제13494호현재교통기술사(교통)교통기술사교통기술사,한국산업인력공단,국토교통부,교통기술사,교통에 관한 고도의 전문지식과 실무경험에 입각하여 교통자료의 수집 및 분석 교통 수요예측 등을 통해 과학적이고 효율적인 교통투자계획을 세우고 종합교통체계의  구축 교통시설의 체계적이고 효과적인 관리 및 운영방안 등을 강구하며 이를 시험  운영 평가하는 업무를 하거나 또는 이에 관한 지도 등의 기술적인 업무 수행.,도시.교통,기술사,고도의 경제성장과 국민생활의 질적 향상은 자동차보급대수의 증가로 나타났고 이는  교통시설의 공급과 교통수요간 불균형을 초래하여 심각한 교통문제 및 환경오염문제를  가져왔다. 이처럼 교통혼잡과 대기오염 소음 분진 등으로 인한 사회적비용이 막대 해지면서 교통문제 해결을 위한 노력이 집중되고 있다. 이에 따라 문제해결을 위한  교통시스템의 투자효율 제고 급증하는 도시인구증가에 따른 교통수요의 만족과  원활한 소통을 위하여 교통분야의 전문기술인력 양성하기로 하였다.,- 대학이상의 교통공학 도시공학 도시계획공학과 토목과
1030,None,- 정부기관의 도시계획직 교통직 공무원 한국토지공사 대한주택공사 도시개발공사    한국도로공사 한국관광공사 수자원공사 지하철공사 등 정부투자기관 국토개발연   구원 교통개발연구원 등 연구기관 및 학계 민간 건설회사의 개발사업팀 주택사업   팀으로 진출할 수 있다. - 소득수준의 향상에 따른 전원주택 실버타운 레져 및 관광시설을 위한 개발사업과    그동안 정부주도로 이루어졌던 대규모 택지개발사업 공업단지조성사업 SOC사업 등    민간의 진출확대 지방화시대에 따른 재개발 주택 및 상하수도 지역개발 환경문   제 등 고용증가 요인이 있다. 그러나 우리나라의 도시화율은 선진국의 도시화율에 거   의 육박해 가고 있기 때문에 도시화는 조금더 진전하다가 멈출 것으로 예상되기 때문   에 고용은 현수준을 유지할 전망이다.,Professional Engineer Urban Planning,’74.10.16. 대통령령 제7283호’91.10.31. 대통령령 제13494호현재 국토개발기술사(지역및도시계획) 도시계획기술사도시계획기술사,한국산업인력공단,국토교통부,도시계획기술사,도시계획 분야에 관한 고도의 전문지식과 실무경험에 입각한 계획 연구 설계 분석  시험 운영 시공 평가 또는 이에 관한 지도 감리 등의 기술업부 수행.,도시.교통,기술사,도시의 발전을 계획적으로 유도하고 질서 있는 시가지를 형성하며 시민의 건강 문화 적인 생활 지능적인 활동을 확보함을 목적으로 자원의 효율적인 이용을 극대화할 수  있는 전문인력의 필요성 대두되어 도입 시행.,-도시계획에 관한 실무경험 일반지식 전문지식 및 응용능력. - 기술사로서의 경영관리·지도감리 능력 자질 및 품위
1031,None,- 도금 표면처리 업체 열처리업체 자동차부품 전자 및 전기기기부품 반도체부  품 일반기계부품 정밀기계부품업체 등 일반 산업체에 진출하거나 표면처리전문업체  를 운영할 수 있다.  또한 표면처리업체의 연구실험실에서 표면처리기술의 개발을 담  당할 수 있다. - 상품의 가치를 결정짓는 중요한 기술의 하나로 표면처리에 대한 관심이 증가하면서   기계 금속뿐만 아니라 전기 전자 등 여러 산업분야에서 이용되고 있다.  또한 고   부가가치를 낳은 핵심기술로 인정되면서 수출산업에도 많은 영향을 미칠 것으로 전망   되면서 표면처리에 대한 기술개발의 중요성이 더해질 것으로 기대된다.  이에 따라    표면처리에 관한 고도의 전문지식과 숙련을 소지한 기술사의 역할도 커질 것으로 예   상 된다.,Professional Engineer Surface Treatment,’74.10.16. 대통령령 제7283호’91.10.31. 대통령령 제13494호현재금속기술사(표면처리)표면처리기술사표면처리기술사,한국산업인력공단,과학기술정보통신부,표면처리기술사,표면처리에 관한 고도의 전문지식과 실무경험을 바탕으로 도료 용사 침투 금속부식 방식 비금속피복 피복경화 및 방청 기타 표면처리기술에 관한 연구 분석 담당.   또한 표면처리에 대한 기술지도 및 기술자문 담당.,도장.도금,기술사,표면처리는 제품생산공정의 최종 마무리 작업으로 상품의 외관을 아름답게 할뿐만 아니 라 부식이나 마모를 지연·방지시키는 역할을 하기 때문에 제품의 모양과 수명에 큰 역 할을 한다.  이에 표면처리기술전반에 대한 최상급 기술자를 양성하여 표면처리기술 을 향상시키고 나아가 관련제품의 국가경쟁력을 높이고자 자격제도 제정.,- 표면처리에 관련된 실무경험 일반지식 전문지식 및 응용능력 - 기술사로서의 지도감리능력 및 자질 등
